x;y;longitude;visit_date;color_id;latitude;fid;station_vi;transparen
23.7433;56.98;23.743300000000001;2001/09/05 08:20:00.000;13.0;56.979999999999997;981;201270.0;2.400000000000000
23.705;56.9767;23.704999999999998;2001/09/05 09:20:00.000;13.0;56.976700000000001;982;201271.0;3.700000000000000
23.4867;57.0467;23.486699999999999;2001/09/05 10:20:00.000;13.0;57.046700000000001;983;201272.0;2.900000000000000
23.6667;57.1667;23.666699999999999;2001/09/05 12:00:00.000;13.0;57.166699999999999;984;201273.0;3.700000000000000
23.4833;57.4;23.483300000000000;2001/09/05 14:20:00.000;13.0;57.399999999999999;985;201274.0;3.200000000000000
22.9833;57.5667;22.983300000000000;2001/09/05 18:30:00.000;13.0;57.566699999999997;986;201275.0;3.300000000000000
24.1167;57.6;24.116700000000002;2001/09/06 06:15:00.000;13.0;57.600000000000001;987;201277.0;4.100000000000000
24.0833;57.35;24.083300000000001;2001/09/06 08:30:00.000;13.0;57.350000000000001;988;201278.0;4.300000000000000
24.3733;57.315;24.373300000000000;2001/09/06 11:00:00.000;13.0;57.314999999999998;989;201279.0;2.900000000000000
24.3667;57.24;24.366700000000002;2001/09/06 12:00:00.000;13.0;57.240000000000002;990;201280.0;3.100000000000000
23.85;57.3;23.850000000000001;2001/09/06 14:20:00.000;13.0;57.299999999999997;991;201281.0;3.800000000000000
23.85;57.3;23.850000000000001;2001/09/29 13:00:00.000;13.0;57.299999999999997;992;201282.0;3.700000000000000
24.0017;57.0833;24.001700000000000;2001/09/29 14:55:00.000;17.0;57.083300000000001;993;201283.0;2.100000000000000
23.85;57.3;23.850000000000001;2001/10/15 13:00:00.000;13.0;57.299999999999997;994;201285.0;3.200000000000000
24.0017;57.0833;24.001700000000000;2001/10/15 15:30:00.000;17.0;57.083300000000001;995;201286.0;2.800000000000000
23.85;57.3;23.850000000000001;2001/11/08 13:40:00.000;13.0;57.299999999999997;996;201288.0;2.200000000000000
24.0017;57.0833;24.001700000000000;2001/11/08 16:10:00.000;19.0;57.083300000000001;997;201289.0;2.100000000000000
24.0017;57.0833;24.001700000000000;2001/11/27 11:10:00.000;20.0;57.083300000000001;998;201292.0;1.800000000000000
23.9833;57.1;23.983300000000000;2001/11/27 12:10:00.000;19.0;57.100000000000001;999;201293.0;1.800000000000000
23.85;57.3;23.850000000000001;2001/11/27 14:10:00.000;17.0;57.299999999999997;1000;201294.0;2.000000000000000
23.7667;57.4167;23.766700000000000;2001/11/27 15:45:00.000;15.0;57.416699999999999;1001;201295.0;2.100000000000000
24.3367;57.5933;24.336700000000000;2001/11/28 08:20:00.000;14.0;57.593299999999999;1002;201299.0;1.800000000000000
24.0665;57.8827;24.066500000000001;2001/11/28 11:00:00.000;13.0;57.882700000000000;1003;201300.0;2.200000000000000
23.9167;57.85;23.916699999999999;2001/11/28 12:40:00.000;13.0;57.850000000000001;1004;201301.0;2.800000000000000
23.6167;57.6167;23.616700000000002;2001/11/28 16:15:00.000;12.0;57.616700000000002;1005;201302.0;3.000000000000000
23.4833;57.4;23.483300000000000;2001/11/29 11:40:00.000;12.0;57.399999999999999;1006;201305.0;2.500000000000000
23.4867;57.0467;23.486699999999999;2001/11/29 14:50:00.000;12.0;57.046700000000001;1007;201306.0;2.100000000000000
23.6667;57.1667;23.666699999999999;2001/11/29 16:10:00.000;12.0;57.166699999999999;1008;201307.0;2.000000000000000
23.4833;57.4;23.483300000000000;2001/12/04 14:10:00.000;9.0;57.399999999999999;1009;201308.0;1.800000000000000
23.85;57.3;23.850000000000001;2001/12/05 08:00:00.000;9.0;57.299999999999997;1010;201309.0;2.200000000000000
23.9333;57.1667;23.933299999999999;2001/12/05 14:10:00.000;13.0;57.166699999999999;1011;201310.0;2.000000000000000
23.9833;57.1;23.983300000000000;2001/12/05 16:00:00.000;17.0;57.100000000000001;1012;201311.0;1.800000000000000
23.85;57.3;23.850000000000001;2001/12/18 13:00:00.000;9.0;57.299999999999997;1013;201315.0;2.700000000000000
24.0833;57.35;24.083300000000001;2001/12/18 15:25:00.000;9.0;57.350000000000001;1014;201316.0;3.100000000000000
23.9833;57.1;23.983300000000000;2001/12/19 07:05:00.000;15.0;57.100000000000001;1015;201318.0;1.800000000000000
24.0017;57.0833;24.001700000000000;2001/12/19 10:00:00.000;13.0;57.083300000000001;1016;201319.0;1.800000000000000
23.6667;57.1667;23.666699999999999;2007/01/22 12:15:00.000;11.0;57.166699999999999;1017;207002.0;2.100000000000000
23.254;57.1667;23.254000000000001;2007/01/22 15:15:00.000;13.0;57.166699999999999;1018;207003.0;1.900000000000000
22.6167;57.7333;22.616700000000002;2007/01/26 07:20:00.000;11.0;57.733300000000000;1019;207011.0;3.200000000000000
